"EmployeeNumber","JobRole","Department","JobLevel","BusinessTravel","Attrition"
"700","Research Scientist","Research & Development","1","Travel_Rarely","No"
"705","Research Scientist","Research & Development","1","Travel_Rarely","No"
"707","Sales Executive","Sales","2","Travel_Rarely","No"
"712","Sales Executive","Sales","2","Travel_Rarely","No"
"720","Sales Executive","Sales","2","Travel_Rarely","Yes"
"732","Sales Executive","Sales","2","Travel_Rarely","No"
"738","Sales Representative","Sales","1","Travel_Rarely","No"
"744","Laboratory Technician","Research & Development","1","Non-Travel","No"
"746","Sales Executive","Sales","4","Travel_Frequently","No"
"752","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"754","Sales Executive","Sales","2","Travel_Frequently","No"
"763","Research Scientist","Research & Development","1","Travel_Rarely","No"
"766","Sales Representative","Sales","1","Travel_Rarely","No"
"769","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"784","Research Scientist","Research & Development","1","Travel_Rarely","No"
"787","Manager","Research & Development","5","Travel_Rarely","Yes"
"792","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"797","Research Scientist","Research & Development","1","Travel_Rarely","No"
"800","Sales Executive","Sales","2","Travel_Frequently","No"
"805","Sales Representative","Sales","1","Travel_Rarely","No"
"806","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"808","Sales Executive","Sales","2","Travel_Rarely","No"
"813","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"819","Sales Executive","Sales","2","Travel_Rarely","Yes"
"826","Research Scientist","Research & Development","1","Travel_Rarely","No"
"828","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"829","Human Resources","Human Resources","1","Travel_Rarely","No"
"838","Research Scientist","Research & Development","1","Travel_Frequently","No"
"847","Human Resources","Human Resources","1","Travel_Rarely","No"
"852","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"859","Sales Executive","Sales","2","Travel_Rarely","No"
"862","Sales Executive","Sales","3","Travel_Rarely","No"
"872","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"874","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"881","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"885","Sales Executive","Sales","2","Travel_Rarely","No"
"887","Research Scientist","Research & Development","1","Travel_Rarely","No"
"888","Laboratory Technician","Research & Development","1","Non-Travel","No"
"893","Sales Representative","Sales","1","Travel_Rarely","No"
"896","Sales Representative","Sales","1","Travel_Rarely","Yes"
"902","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"916","Sales Executive","Sales","2","Travel_Rarely","No"
"922","Sales Representative","Sales","1","Travel_Rarely","Yes"
"925","Sales Representative","Sales","1","Travel_Rarely","No"
"926","Manufacturing Director","Research & Development","2","Travel_Rarely","Yes"
"930","Research Scientist","Research & Development","1","Travel_Rarely","No"
"932","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"939","Research Scientist","Research & Development","1","Travel_Rarely","No"
"949","Research Scientist","Research & Development","1","Travel_Rarely","No"
"975","Sales Executive","Sales","2","Travel_Rarely","No"
"991","Research Scientist","Research & Development","1","Non-Travel","Yes"
"995","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1001","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1004","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1009","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1010","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1017","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1022","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1025","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1027","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1028","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1037","Sales Executive","Sales","2","Non-Travel","Yes"
"1044","Sales Representative","Sales","1","Non-Travel","No"
"1053","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1060","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1069","Research Director","Research & Development","5","Travel_Rarely","No"
"1077","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1084","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1094","Laboratory Technician","Research & Development","1","Non-Travel","No"
"1096","Manufacturing Director","Research & Development","3","Travel_Frequently","No"
"1099","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"1102","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1103","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1108","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1114","Sales Executive","Sales","2","Travel_Frequently","No"
"1131","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1135","Sales Representative","Sales","1","Travel_Frequently","No"
"1137","Sales Executive","Sales","2","Travel_Frequently","No"
"1140","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"1157","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1160","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1161","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1162","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1185","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1191","Manager","Research & Development","5","Travel_Rarely","No"
"1195","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1198","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1215","Manager","Research & Development","4","Travel_Frequently","No"
"1217","Research Director","Research & Development","5","Travel_Rarely","No"
"1234","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1243","Sales Executive","Sales","3","Non-Travel","No"
"1249","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1279","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1281","Sales Executive","Sales","2","Travel_Rarely","No"
"1286","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1291","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1296","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1301","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1303","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1308","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1310","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1311","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"1317","Research Director","Research & Development","4","Travel_Rarely","No"
"1329","Sales Executive","Sales","2","Non-Travel","No"
"1331","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1333","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1340","Research Scientist","Research & Development","1","Non-Travel","No"
"1358","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1361","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1367","Manufacturing Director","Research & Development","4","Travel_Rarely","No"
"1371","Sales Executive","Sales","2","Travel_Frequently","No"
"1380","Sales Executive","Sales","2","Travel_Frequently","Yes"
"1382","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1389","Manufacturing Director","Research & Development","2","Travel_Rarely","Yes"
"1391","Sales Executive","Sales","3","Travel_Frequently","No"
"1392","Research Scientist","Research & Development","2","Travel_Frequently","No"
"1396","Sales Executive","Sales","2","Travel_Rarely","No"
"1399","Sales Executive","Sales","2","Travel_Rarely","No"
"1403","Sales Executive","Sales","2","Travel_Rarely","No"
"1405","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1411","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1412","Manufacturing Director","Research & Development","3","Travel_Frequently","No"
"1415","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1428","Sales Executive","Sales","2","Travel_Rarely","No"
"1430","Research Director","Research & Development","4","Travel_Rarely","No"
"1436","Sales Executive","Sales","2","Travel_Rarely","No"
"1439","Sales Representative","Sales","1","Travel_Rarely","Yes"
"1441","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1448","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1461","Human Resources","Human Resources","1","Travel_Rarely","No"
"1464","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1466","Sales Executive","Sales","2","Travel_Rarely","No"
"1467","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"1471","Laboratory Technician","Research & Development","1","Non-Travel","No"
"1473","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1475","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1486","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1496","Manufacturing Director","Research & Development","3","Travel_Frequently","No"
"1501","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1507","Sales Executive","Sales","2","Travel_Frequently","No"
"1509","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"1513","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1516","Manager","Research & Development","3","Travel_Rarely","No"
"1537","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1552","Healthcare Representative","Research & Development","2","Non-Travel","No"
"1556","Sales Representative","Sales","1","Travel_Rarely","No"
"1560","Sales Executive","Sales","2","Travel_Rarely","No"
"1568","Sales Executive","Sales","3","Travel_Rarely","No"
"1573","Manufacturing Director","Research & Development","2","Travel_Rarely","Yes"
"1576","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1580","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1583","Sales Executive","Sales","2","Travel_Rarely","No"
"1587","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1592","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1594","Laboratory Technician","Research & Development","2","Travel_Frequently","No"
"1597","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1605","Research Scientist","Research & Development","1","Non-Travel","No"
"1607","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1613","Sales Executive","Sales","2","Travel_Frequently","No"
"1614","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1623","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1625","Manager","Human Resources","5","Travel_Rarely","No"
"1633","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"1641","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"1644","Manager","Research & Development","4","Travel_Frequently","No"
"1645","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1647","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1648","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1649","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1650","Sales Executive","Sales","2","Travel_Rarely","No"
"1651","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"1655","Research Director","Research & Development","4","Travel_Rarely","No"
"1657","Sales Representative","Sales","1","Travel_Rarely","No"
"1662","Manufacturing Director","Research & Development","2","Non-Travel","No"
"1670","Sales Executive","Sales","2","Travel_Rarely","No"
"1674","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1676","Manager","Sales","4","Travel_Rarely","No"
"1680","Sales Representative","Sales","1","Travel_Rarely","No"
"1682","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1683","Human Resources","Human Resources","1","Travel_Rarely","No"
"1694","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1702","Sales Representative","Sales","1","Travel_Rarely","Yes"
"1718","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1720","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1721","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1722","Human Resources","Human Resources","2","Non-Travel","No"
"1725","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1733","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1735","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1746","Human Resources","Human Resources","1","Travel_Frequently","No"
"1747","Human Resources","Human Resources","1","Travel_Frequently","Yes"
"1749","Sales Executive","Sales","2","Travel_Rarely","No"
"1751","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1752","Sales Representative","Sales","1","Travel_Rarely","Yes"
"1753","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1775","Manufacturing Director","Research & Development","4","Non-Travel","No"
"1779","Sales Executive","Sales","2","Travel_Rarely","No"
"1786","Manager","Research & Development","3","Travel_Rarely","No"
"1787","Sales Executive","Sales","2","Travel_Rarely","No"
"1801","Sales Executive","Sales","2","Non-Travel","No"
"1813","Research Scientist","Research & Development","1","Non-Travel","No"
"1814","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1833","Sales Executive","Sales","3","Travel_Frequently","No"
"1834","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1835","Sales Representative","Sales","2","Travel_Rarely","No"
"1837","Research Director","Research & Development","4","Travel_Frequently","No"
"1844","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"1856","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1858","Human Resources","Human Resources","1","Non-Travel","No"
"1862","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1871","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1873","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1883","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1886","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1905","Research Scientist","Research & Development","1","Non-Travel","Yes"
"1907","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1908","Sales Executive","Sales","2","Travel_Rarely","No"
"1912","Sales Executive","Sales","2","Travel_Rarely","No"
"1915","Sales Executive","Sales","2","Travel_Rarely","No"
"1916","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1922","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1929","Sales Executive","Sales","2","Non-Travel","No"
"1940","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1948","Research Scientist","Research & Development","1","Non-Travel","No"
"1968","Sales Executive","Sales","3","Travel_Rarely","Yes"
"1972","Human Resources","Human Resources","1","Travel_Frequently","No"
"1980","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1982","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1992","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1996","Sales Representative","Sales","1","Travel_Rarely","No"
"2003","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"2007","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2010","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"2013","Sales Representative","Sales","1","Travel_Rarely","No"
"2021","Sales Representative","Sales","1","Travel_Rarely","No"
"2025","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"2027","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"2038","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2048","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2049","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"2055","Sales Executive","Sales","3","Travel_Rarely","Yes"
"2060","Sales Representative","Sales","1","Travel_Rarely","No"
"2061","Laboratory Technician","Research & Development","2","Travel_Frequently","No"
"2064","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"39","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"51","Research Scientist","Research & Development","1","Travel_Rarely","No"
"95","Research Scientist","Research & Development","1","Travel_Rarely","No"
"169","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"224","Research Scientist","Research & Development","1","Non-Travel","No"
"242","Research Scientist","Research & Development","1","Travel_Rarely","No"
"286","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"340","Research Scientist","Research & Development","1","Travel_Rarely","No"
"359","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"408","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"431","Healthcare Representative","Research & Development","4","Travel_Rarely","No"
"496","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"511","Research Scientist","Research & Development","1","Travel_Rarely","No"
"612","Research Director","Research & Development","4","Travel_Rarely","No"
"650","Sales Executive","Sales","2","Travel_Rarely","Yes"
"684","Sales Executive","Sales","2","Travel_Frequently","Yes"
"730","Research Director","Research & Development","4","Travel_Rarely","No"
"757","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"843","Research Director","Research & Development","4","Travel_Rarely","No"
"869","Human Resources","Human Resources","1","Travel_Rarely","No"
"875","Research Scientist","Research & Development","1","Travel_Frequently","No"
"933","Research Scientist","Research & Development","1","Travel_Rarely","No"
"964","Research Scientist","Research & Development","1","Travel_Frequently","No"
"970","Sales Executive","Sales","3","Travel_Rarely","Yes"
"974","Sales Representative","Sales","1","Travel_Frequently","No"
"1006","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1047","Sales Executive","Sales","2","Travel_Rarely","No"
"1055","Sales Representative","Sales","1","Travel_Rarely","No"
"1061","Research Director","Research & Development","5","Travel_Rarely","No"
"1107","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1154","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1175","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1180","Research Scientist","Research & Development","2","Travel_Frequently","No"
"1193","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1226","Sales Representative","Sales","1","Travel_Rarely","No"
"1239","Sales Executive","Sales","2","Travel_Rarely","No"
"1248","Research Scientist","Research & Development","1","Non-Travel","Yes"
"1254","Sales Executive","Sales","2","Travel_Rarely","No"
"1321","Manager","Research & Development","3","Travel_Rarely","No"
"1465","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"1474","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1479","Sales Executive","Sales","2","Travel_Rarely","No"
"1551","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1555","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1604","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1757","Sales Executive","Sales","2","Travel_Rarely","No"
"1760","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1789","Research Director","Research & Development","5","Travel_Rarely","No"
"1807","Laboratory Technician","Research & Development","2","Travel_Frequently","Yes"
"1812","Sales Executive","Sales","2","Travel_Frequently","No"
"1818","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"1830","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1890","Human Resources","Human Resources","2","Travel_Frequently","No"
"1939","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1955","Healthcare Representative","Research & Development","2","Non-Travel","No"
"1960","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1994","Laboratory Technician","Research & Development","1","Non-Travel","No"
"4","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"10","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"11","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"22","Laboratory Technician","Research & Development","1","Non-Travel","No"
"30","Research Scientist","Research & Development","1","Travel_Rarely","No"
"41","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"42","Sales Representative","Sales","2","Travel_Rarely","Yes"
"45","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"53","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"54","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"55","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"61","Research Scientist","Research & Development","1","Travel_Rarely","No"
"63","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"64","Laboratory Technician","Research & Development","3","Travel_Rarely","Yes"
"70","Healthcare Representative","Research & Development","3","Non-Travel","No"
"84","Manager","Research & Development","4","Travel_Rarely","No"
"86","Research Scientist","Research & Development","3","Travel_Rarely","No"
"90","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"97","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"101","Research Director","Research & Development","3","Travel_Rarely","No"
"106","Sales Executive","Sales","3","Travel_Rarely","No"
"113","Sales Representative","Sales","1","Travel_Rarely","No"
"134","Research Scientist","Research & Development","1","Travel_Rarely","No"
"137","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"139","Healthcare Representative","Research & Development","2","Non-Travel","No"
"144","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"151","Research Scientist","Research & Development","2","Travel_Rarely","No"
"155","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"167","Sales Representative","Sales","1","Travel_Rarely","Yes"
"200","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"201","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"211","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"214","Research Scientist","Research & Development","1","Travel_Rarely","No"
"235","Sales Representative","Sales","1","Travel_Frequently","Yes"
"243","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"261","Manufacturing Director","Research & Development","2","Travel_Rarely","Yes"
"271","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"282","Healthcare Representative","Research & Development","2","Travel_Rarely","Yes"
"298","Manager","Sales","3","Travel_Rarely","No"
"309","Research Scientist","Research & Development","1","Travel_Rarely","No"
"323","Manager","Sales","5","Travel_Rarely","No"
"334","Research Scientist","Research & Development","2","Travel_Rarely","No"
"336","Manager","Research & Development","5","Travel_Rarely","No"
"342","Manufacturing Director","Research & Development","3","Travel_Frequently","Yes"
"353","Research Scientist","Research & Development","1","Travel_Rarely","No"
"364","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"366","Sales Executive","Sales","2","Travel_Rarely","No"
"367","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"382","Sales Executive","Sales","2","Travel_Rarely","No"
"392","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"397","Research Scientist","Research & Development","2","Travel_Rarely","No"
"405","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"407","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"411","Sales Representative","Sales","1","Travel_Rarely","No"
"445","Sales Executive","Sales","2","Travel_Rarely","Yes"
"451","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"467","Sales Representative","Sales","2","Travel_Frequently","No"
"468","Research Director","Research & Development","4","Travel_Rarely","No"
"471","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"473","Manager","Sales","3","Travel_Rarely","No"
"477","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"479","Sales Executive","Sales","2","Non-Travel","No"
"485","Sales Representative","Sales","1","Travel_Rarely","Yes"
"487","Manufacturing Director","Research & Development","2","Non-Travel","No"
"494","Sales Representative","Sales","1","Travel_Rarely","Yes"
"508","Sales Representative","Sales","1","Travel_Rarely","No"
"514","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"518","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"521","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"536","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"556","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"566","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"568","Manager","Sales","4","Travel_Rarely","No"
"574","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"578","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"587","Healthcare Representative","Research & Development","3","Travel_Frequently","Yes"
"614","Sales Representative","Sales","1","Travel_Frequently","Yes"
"615","Sales Executive","Sales","3","Non-Travel","No"
"618","Sales Executive","Sales","2","Travel_Rarely","No"
"622","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"634","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"643","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"648","Sales Representative","Sales","1","Travel_Frequently","Yes"
"656","Sales Executive","Sales","2","Travel_Rarely","No"
"657","Research Scientist","Research & Development","1","Travel_Rarely","No"
"661","Research Director","Research & Development","4","Travel_Rarely","No"
"662","Research Scientist","Research & Development","1","Travel_Rarely","No"
"677","Sales Executive","Sales","2","Travel_Rarely","No"
"680","Research Scientist","Research & Development","1","Travel_Frequently","No"
"690","Sales Executive","Sales","2","Travel_Rarely","No"
"701","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"704","Laboratory Technician","Research & Development","1","Non-Travel","No"
"715","Research Scientist","Research & Development","1","Travel_Rarely","No"
"743","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"749","Sales Representative","Sales","1","Travel_Rarely","No"
"771","Healthcare Representative","Research & Development","2","Non-Travel","No"
"773","Research Scientist","Research & Development","1","Travel_Rarely","No"
"775","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"811","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"812","Laboratory Technician","Research & Development","1","Non-Travel","No"
"816","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"832","Laboratory Technician","Research & Development","2","Travel_Frequently","No"
"833","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"834","Research Scientist","Research & Development","1","Travel_Rarely","No"
"850","Research Scientist","Research & Development","1","Non-Travel","No"
"868","Sales Executive","Sales","2","Travel_Rarely","No"
"882","Laboratory Technician","Research & Development","1","Non-Travel","No"
"897","Sales Executive","Sales","4","Travel_Rarely","No"
"904","Sales Executive","Sales","3","Non-Travel","No"
"911","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"918","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"920","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"923","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"934","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"940","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"945","Research Scientist","Research & Development","1","Travel_Rarely","No"
"951","Laboratory Technician","Research & Development","1","Non-Travel","No"
"952","Sales Representative","Sales","1","Travel_Rarely","Yes"
"954","Sales Executive","Sales","3","Travel_Rarely","No"
"959","Sales Representative","Sales","1","Travel_Rarely","Yes"
"960","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"969","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"977","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"986","Sales Executive","Sales","4","Non-Travel","Yes"
"994","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1003","Sales Executive","Sales","2","Travel_Rarely","No"
"1012","Research Scientist","Research & Development","1","Non-Travel","No"
"1016","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1029","Manager","Sales","5","Travel_Rarely","No"
"1030","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1033","Healthcare Representative","Research & Development","2","Travel_Rarely","Yes"
"1036","Sales Executive","Sales","2","Travel_Rarely","No"
"1052","Laboratory Technician","Research & Development","2","Travel_Rarely","Yes"
"1056","Sales Representative","Sales","1","Travel_Rarely","No"
"1076","Sales Executive","Sales","3","Travel_Rarely","No"
"1079","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1081","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1105","Sales Executive","Sales","2","Travel_Rarely","No"
"1111","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1113","Sales Executive","Sales","2","Travel_Frequently","Yes"
"1115","Research Scientist","Research & Development","1","Non-Travel","No"
"1125","Sales Executive","Sales","3","Travel_Rarely","No"
"1148","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"1156","Laboratory Technician","Research & Development","1","Non-Travel","Yes"
"1158","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1172","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1190","Sales Representative","Sales","1","Non-Travel","No"
"1203","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1206","Research Scientist","Research & Development","1","Non-Travel","No"
"1210","Research Scientist","Research & Development","1","Non-Travel","Yes"
"1212","Sales Executive","Sales","2","Travel_Frequently","No"
"1219","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
